slug,event_timestamp,event_datetime,date,hour,minute,day_of_week,winner,winner_binary,volume,last_trade_price,best_bid,best_ask,spread,closed,btc_open,btc_close,btc_high,btc_low,btc_return,btc_volatility,btc_range,n_trades,n_unique_traders,total_trade_size,avg_trade_price,up_buy_pct,implied_prob_5min,implied_prob_4min,implied_prob_3min,implied_prob_2min,implied_prob_1min
btc-updown-5m-1773305400,1773305400,2026-03-12 08:50:00 UTC,2026-03-12,8,50,Thursday,Up,1,0.0,0.99,0.56,0.57,0.008,True,69852.47,69886.64,69893.63,69825.97,0.00048917,4.833e-05,0.00096861,2067,645,128378.1376,0.5423,0.4494,0.53,0.4492,0.5699,0.651,0.5996
btc-updown-5m-1773305700,1773305700,2026-03-12 08:55:00 UTC,2026-03-12,8,55,Thursday,Up,1,0.0,0.99,0.25,0.26,0.009,True,69886.64,69917.37,69917.37,69830.25,0.00043971,4.783e-05,0.00124659,1686,694,112127.1973,0.551,0.4146,0.5026,0.451,0.339,0.3197,0.2603
btc-updown-5m-1773306000,1773306000,2026-03-12 09:00:00 UTC,2026-03-12,9,0,Thursday,Down,0,0.0,0.01,,0.01,0.009,True,69911.71,69892.38,69918.24,69826.41,-0.00027649,4.947e-05,0.00131351,1600,745,99392.3178,0.5438,0.3994,0.5,0.21,0.171,0.151,0.4505
btc-updown-5m-1773306300,1773306300,2026-03-12 09:05:00 UTC,2026-03-12,9,5,Thursday,Down,0,0.0,0.01,0.11,0.12,0.008,True,69892.38,69793.26,69892.38,69790.0,-0.00141818,2.719e-05,0.00146482,1259,590,85512.8051,0.5185,0.3765,0.48,0.3901,0.16,0.23,0.0427
btc-updown-5m-1773306600,1773306600,2026-03-12 09:10:00 UTC,2026-03-12,9,10,Thursday,Down,0,0.0,0.01,0.05,0.06,0.01,True,69793.26,69790.15,69823.26,69691.14,-4.456e-05,4.774e-05,0.00189302,2547,967,237496.3398,0.5425,0.3985,0.5059,0.5596,0.43,0.29,0.3001
btc-updown-5m-1773306900,1773306900,2026-03-12 09:15:00 UTC,2026-03-12,9,15,Thursday,Down,0,0.0,0.001,0.01,0.02,0.009,True,69780.88,69640.06,69780.89,69624.08,-0.00201803,6.362e-05,0.00224718,1603,746,177056.9156,0.492,0.3911,0.5,0.149,0.06,0.02,0.01
btc-updown-5m-1773307200,1773307200,2026-03-12 09:20:00 UTC,2026-03-12,9,20,Thursday,Up,1,0.0,0.99,0.99,1,0.009,True,69640.06,69671.43,69671.44,69580.0,0.00045046,4.477e-05,0.00131304,2217,683,118196.5476,0.544,0.4186,0.51,0.33,0.48,0.42,0.7402
btc-updown-5m-1773307500,1773307500,2026-03-12 09:25:00 UTC,2026-03-12,9,25,Thursday,Up,1,169216.93216599987,0.99,0.94,0.96,0.018,True,69671.43,69678.29,69754.72,69664.67,9.846e-05,5.223e-05,0.0012925,2129,849,158168.701,0.5966,0.4411,0.5099,0.79,0.72,0.78,0.96
btc-updown-5m-1773307800,1773307800,2026-03-12 09:30:00 UTC,2026-03-12,9,30,Thursday,Up,1,0.0,0.999,0.971,0.98,0.009,True,69686.4,69781.08,69838.78,69686.4,0.00135866,7.352e-05,0.00218665,1587,751,150275.9849,0.4934,0.4745,0.51,0.75,0.9393,0.98,0.9758
btc-updown-5m-1773308100,1773308100,2026-03-12 09:35:00 UTC,2026-03-12,9,35,Thursday,Up,1,0.0,0.99,0.79,0.8,0.009,True,69781.08,69861.24,69864.36,69768.04,0.00114874,3.523e-05,0.00138032,1488,622,94182.39,0.5494,0.4906,0.51,0.449,0.5805,0.7406,0.959
btc-updown-5m-1773308400,1773308400,2026-03-12 09:40:00 UTC,2026-03-12,9,40,Thursday,Up,1,0.0,0.999,0.999,1,0.0009,True,69861.24,70278.4,70327.6,69861.23,0.00597127,0.00011657,0.00667566,1549,700,142651.842,0.4532,0.4655,0.48,0.66,0.911,0.98,0.997
btc-updown-5m-1773308700,1773308700,2026-03-12 09:45:00 UTC,2026-03-12,9,45,Thursday,Down,0,0.0,0.001,,0.01,0.01,True,70271.29,69939.65,70393.19,69854.72,-0.00471942,0.00012761,0.00766273,1995,680,179746.5358,0.4249,0.406,0.469,0.5855,0.08,0.01,0.01
btc-updown-5m-1773309000,1773309000,2026-03-12 09:50:00 UTC,2026-03-12,9,50,Thursday,Up,1,0.0,0.99,0.94,0.95,0.01,True,69943.34,69967.58,70003.74,69935.55,0.00034657,5.175e-05,0.00097493,1515,625,95621.8509,0.559,0.4746,0.5206,0.5253,0.6094,0.569,0.9054
btc-updown-5m-1773309300,1773309300,2026-03-12 09:55:00 UTC,2026-03-12,9,55,Thursday,Down,0,0.0,0.01,0.4,0.41,0.008,True,69967.57,69952.51,69992.04,69950.0,-0.00021524,3.973e-05,0.00060085,1550,491,107921.4122,0.5007,0.4477,0.5,0.469,0.381,0.5104,0.499
btc-updown-5m-1773309600,1773309600,2026-03-12 10:00:00 UTC,2026-03-12,10,0,Thursday,Up,1,0.0,0.99,0.99,1,0.009,True,69952.5,69983.94,70062.71,69952.5,0.00044945,8.279e-05,0.0015755,1785,687,120766.6076,0.5527,0.4387,0.51,0.88,0.8,0.7898,0.8678
btc-updown-5m-1773309900,1773309900,2026-03-12 10:05:00 UTC,2026-03-12,10,5,Thursday,Down,0,0.0,0.01,0.13,0.14,0.01,True,69986.88,69888.08,70030.51,69856.01,-0.00141169,4.926e-05,0.00249332,1435,573,101691.6619,0.5851,0.3735,0.52,0.6887,0.5696,0.35,0.02
btc-updown-5m-1773310200,1773310200,2026-03-12 10:10:00 UTC,2026-03-12,10,10,Thursday,Up,1,0.0,0.999,0.99,1,0.009,True,69889.38,69965.88,69965.88,69866.88,0.00109459,4.187e-05,0.00141652,1376,572,91201.7792,0.5667,0.4913,0.5,0.6693,0.86,0.861,0.7851
btc-updown-5m-1773310500,1773310500,2026-03-12 10:15:00 UTC,2026-03-12,10,15,Thursday,Up,1,0.0,0.99,0.94,0.95,0.01,True,69965.88,70029.54,70043.42,69953.04,0.00090987,4.719e-05,0.00129177,1797,618,113060.8185,0.5793,0.4669,0.5432,0.6008,0.5498,0.61,0.961
btc-updown-5m-1773310800,1773310800,2026-03-12 10:20:00 UTC,2026-03-12,10,20,Thursday,Up,1,0.0,0.999,0.999,1,0.0009,True,70029.54,70111.27,70202.85,70029.54,0.00116708,6.427e-05,0.00247481,1664,688,118616.474,0.5108,0.5036,0.51,0.6622,0.8181,0.971,0.99
btc-updown-5m-1773311100,1773311100,2026-03-12 10:25:00 UTC,2026-03-12,10,25,Thursday,Up,1,0.0,0.99,0.49,0.5,0.009,True,70111.27,70149.15,70161.72,70096.16,0.00054028,4.364e-05,0.00093509,1595,594,92682.2851,0.5921,0.4777,0.48,0.5798,0.4,0.75,0.709
btc-updown-5m-1773311400,1773311400,2026-03-12 10:30:00 UTC,2026-03-12,10,30,Thursday,Up,1,0.0,0.99,0.99,1,0.009,True,70149.15,70250.0,70250.0,70138.81,0.00143765,6.998e-05,0.00158505,2174,688,129806.4415,0.4903,0.396,0.49,0.7509,0.59,0.7649,0.941
btc-updown-5m-1773311700,1773311700,2026-03-12 10:35:00 UTC,2026-03-12,10,35,Thursday,Up,1,0.0,0.99,0.54,0.55,0.008,True,70255.99,70364.1,70393.65,70192.94,0.0015388,9.584e-05,0.00285684,2573,748,131545.3859,0.5456,0.4271,0.48,0.42,0.83,0.7604,0.8697
btc-updown-5m-1773312000,1773312000,2026-03-12 10:40:00 UTC,2026-03-12,10,40,Thursday,Up,1,0.0,0.99,0.58,0.59,0.009,True,70373.61,70378.63,70460.01,70365.76,7.133e-05,6.379e-05,0.00133928,2496,768,140604.8179,0.5059,0.4399,0.47,0.64,0.7308,0.88,0.63
btc-updown-5m-1773312300,1773312300,2026-03-12 10:45:00 UTC,2026-03-12,10,45,Thursday,Up,1,0.0,0.999,0.97,0.98,0.01,True,70368.49,70388.44,70510.99,70364.0,0.00028351,8.683e-05,0.00208886,2748,833,164250.5867,0.5345,0.4418,0.45,0.4708,0.7198,0.791,0.7498
btc-updown-5m-1773312600,1773312600,2026-03-12 10:50:00 UTC,2026-03-12,10,50,Thursday,Up,1,0.0,0.99,0.99,1,0.009,True,70386.61,70404.04,70450.49,70275.71,0.00024763,9.386e-05,0.00248314,2648,848,171556.6024,0.5048,0.4415,0.47,0.4513,0.27,0.111,0.0694
btc-updown-5m-1773312900,1773312900,2026-03-12 10:55:00 UTC,2026-03-12,10,55,Thursday,Up,1,0.0,0.99,0.59,0.6,0.008,True,70404.71,70412.11,70442.46,70371.06,0.00010511,4.253e-05,0.00101414,1770,738,109525.7382,0.5605,0.5102,0.49,0.558,0.52,0.5594,0.821
btc-updown-5m-1773313200,1773313200,2026-03-12 11:00:00 UTC,2026-03-12,11,0,Thursday,Up,1,0.0,0.999,0.99,1,0.009,True,70407.99,70472.64,70482.63,70376.84,0.00091822,7.321e-05,0.00150253,2610,770,154983.6044,0.5345,0.4575,0.48,0.401,0.451,0.5448,0.94
btc-updown-5m-1773313500,1773313500,2026-03-12 11:05:00 UTC,2026-03-12,11,5,Thursday,Up,1,0.0,0.99,0.22,0.25,0.03,True,70472.85,70473.49,70488.78,70367.97,9.08e-06,9.111e-05,0.00171428,2524,858,179058.3156,0.5255,0.4604,0.42,0.1452,0.121,0.1,0.38
btc-updown-5m-1773313800,1773313800,2026-03-12 11:10:00 UTC,2026-03-12,11,10,Thursday,Down,0,0.0,0.01,0.04,0.05,0.01,True,70473.48,70416.38,70536.98,70398.93,-0.00081023,5.6e-05,0.00195889,1956,756,143410.9412,0.5574,0.4586,0.45,0.5177,0.4008,0.1784,0.06
btc-updown-5m-1773314100,1773314100,2026-03-12 11:15:00 UTC,2026-03-12,11,15,Thursday,Up,1,0.0,0.99,0.93,0.94,0.009,True,70416.38,70519.14,70543.0,70407.75,0.00145932,4.925e-05,0.00192072,1720,731,119501.8927,0.5482,0.514,0.48,0.601,0.4,0.82,0.979
btc-updown-5m-1773314400,1773314400,2026-03-12 11:20:00 UTC,2026-03-12,11,20,Thursday,Up,1,0.0,0.99,0.87,0.88,0.009,True,70520.53,70529.83,70628.77,70513.68,0.00013188,6.176e-05,0.00163201,2094,723,127328.9767,0.5364,0.4513,0.5,0.609,0.8509,0.7044,0.5805
btc-updown-5m-1773314700,1773314700,2026-03-12 11:25:00 UTC,2026-03-12,11,25,Thursday,Up,1,0.0,0.99,0.14,0.15,0.009,True,70529.83,70557.24,70578.85,70385.99,0.00038863,6.417e-05,0.00273445,2713,951,198235.6264,0.5624,0.4534,0.52,0.4263,0.1677,0.1327,0.191
btc-updown-5m-1773315000,1773315000,2026-03-12 11:30:00 UTC,2026-03-12,11,30,Thursday,Down,0,0.0,0.001,,0.01,0.009,True,70552.01,70531.44,70625.27,70481.03,-0.00029156,6.767e-05,0.00204445,2211,782,185517.7547,0.4634,0.4346,0.3814,0.46,0.3303,0.15,0.25
btc-updown-5m-1773315300,1773315300,2026-03-12 11:35:00 UTC,2026-03-12,11,35,Thursday,Up,1,0.0,0.99,0.92,0.93,0.009,True,70531.44,70642.17,70659.99,70525.78,0.00156994,4.252e-05,0.00190284,1458,632,108020.3559,0.5285,0.5185,0.5,0.489,0.7,0.9106,0.9604
btc-updown-5m-1773315600,1773315600,2026-03-12 11:40:00 UTC,2026-03-12,11,40,Thursday,Up,1,0.0,0.99,0.99,1,0.009,True,70634.93,70685.14,70745.38,70631.58,0.00071084,6.178e-05,0.0016111,2114,694,136130.9124,0.5269,0.4716,0.4843,0.64,0.851,0.7291,0.8503
btc-updown-5m-1773315900,1773315900,2026-03-12 11:45:00 UTC,2026-03-12,11,45,Thursday,Down,0,161083.57964399937,0.01,0.13,0.14,0.008,True,70685.14,70623.31,70798.37,70592.47,-0.00087472,7.807e-05,0.00291292,2143,787,148753.6223,0.4858,0.4517,0.4677,0.5916,0.3904,0.49,0.05
btc-updown-5m-1773316200,1773316200,2026-03-12 11:50:00 UTC,2026-03-12,11,50,Thursday,Down,0,0.0,0.001,,0.01,0.009,True,70623.31,70419.45,70623.31,70409.74,-0.00288658,7.65e-05,0.00302407,1716,800,140469.9824,0.5046,0.3992,0.5,0.23,0.09,0.061,0.021
btc-updown-5m-1773316500,1773316500,2026-03-12 11:55:00 UTC,2026-03-12,11,55,Thursday,Up,1,0.0,0.99,0.65,0.67,0.018,True,70429.08,70427.91,70484.51,70405.45,-1.661e-05,6.344e-05,0.00112255,1975,713,114673.4482,0.5523,0.3772,0.4889,0.661,0.649,0.6034,0.66
btc-updown-5m-1773316800,1773316800,2026-03-12 12:00:00 UTC,2026-03-12,12,0,Thursday,Down,0,0.0,0.001,,0.001,0.0009,True,70435.99,70340.54,70462.78,70303.73,-0.00135513,6.973e-05,0.00225808,1929,705,138755.3252,0.4733,0.3717,0.47,0.4,0.319,0.19,0.09
btc-updown-5m-1773317100,1773317100,2026-03-12 12:05:00 UTC,2026-03-12,12,5,Thursday,Down,0,0.0,0.01,0.2,0.21,0.01,True,70340.53,70332.0,70361.28,70277.38,-0.00012127,5.804e-05,0.00119277,2152,707,130323.276,0.5307,0.4224,0.472,0.3,0.189,0.2594,0.3701
btc-updown-5m-1773317400,1773317400,2026-03-12 12:10:00 UTC,2026-03-12,12,10,Thursday,Up,1,0.0,0.999,0.97,0.98,0.01,True,70329.21,70366.61,70394.85,70312.42,0.00053178,5.079e-05,0.00117206,1738,629,101129.3687,0.5315,0.3872,0.51,0.461,0.5192,0.542,0.8169
btc-updown-5m-1773317700,1773317700,2026-03-12 12:15:00 UTC,2026-03-12,12,15,Thursday,Up,1,0.0,0.99,0.78,0.79,0.009,True,70366.61,70396.77,70438.0,70326.49,0.00042861,6.7e-05,0.0015847,2371,697,139024.0756,0.5215,0.3695,0.47,0.3496,0.41,0.681,0.82
btc-updown-5m-1773318000,1773318000,2026-03-12 12:20:00 UTC,2026-03-12,12,20,Thursday,Down,0,0.0,0.01,,0.01,0.009,True,70386.02,70382.39,70477.57,70367.62,-5.157e-05,6.011e-05,0.0015621,2496,778,167394.1045,0.5099,0.4563,0.51,0.42,0.441,0.74,0.837
btc-updown-5m-1773318300,1773318300,2026-03-12 12:25:00 UTC,2026-03-12,12,25,Thursday,Up,1,0.0,0.99,0.68,0.69,0.008,True,70397.27,70420.58,70483.99,70396.57,0.00033112,8.638e-05,0.00124181,1769,628,115631.2556,0.5285,0.42,0.63,0.781,0.75,0.671,0.8306
btc-updown-5m-1773318600,1773318600,2026-03-12 12:30:00 UTC,2026-03-12,12,30,Thursday,Down,0,0.0,0.001,,0.001,0.0009,True,70420.58,70322.04,70442.98,70308.01,-0.00139931,5.864e-05,0.00191663,2445,788,142919.211,0.509,0.4188,0.4896,0.41,0.29,0.104,0.12
btc-updown-5m-1773318900,1773318900,2026-03-12 12:35:00 UTC,2026-03-12,12,35,Thursday,Down,0,0.0,0.01,0.56,0.57,0.008,True,70333.38,70328.47,70343.55,70286.02,-6.981e-05,5.638e-05,0.00081796,2543,694,208841.3482,0.3707,0.4404,0.48,0.43,0.3192,0.389,0.5408
btc-updown-5m-1773319200,1773319200,2026-03-12 12:40:00 UTC,2026-03-12,12,40,Thursday,Up,1,0.0,0.999,0.99,1,0.009,True,70337.41,70459.01,70477.57,70328.5,0.00172881,4.563e-05,0.00211936,1907,758,133607.1187,0.4947,0.4809,0.49,0.6,0.7798,0.91,0.87
btc-updown-5m-1773319500,1773319500,2026-03-12 12:45:00 UTC,2026-03-12,12,45,Thursday,Up,1,0.0,0.99,0.89,0.9,0.009,True,70465.51,70594.54,70617.66,70424.28,0.00183111,6.26e-05,0.00274432,2413,796,159720.8472,0.5136,0.4463,0.5,0.6101,0.62,0.929,0.98
btc-updown-5m-1773319800,1773319800,2026-03-12 12:50:00 UTC,2026-03-12,12,50,Thursday,Down,0,0.0,0.001,,0.001,0.001,True,70594.54,70362.9,70599.67,70337.23,-0.00328127,6.1e-05,0.00371757,1487,660,140847.4112,0.3407,0.4546,0.48,0.27,0.0529,0.01,0.01
btc-updown-5m-1773320100,1773320100,2026-03-12 12:55:00 UTC,2026-03-12,12,55,Thursday,Up,1,0.0,0.99,0.44,0.45,0.008,True,70362.9,70381.8,70404.42,70335.99,0.00026861,4.138e-05,0.00097253,2217,676,101831.8118,0.5521,0.4136,0.53,0.6293,0.559,0.439,0.4794
btc-updown-5m-1773320400,1773320400,2026-03-12 13:00:00 UTC,2026-03-12,13,0,Thursday,Up,1,0.0,0.99,0.99,1,0.009,True,70392.88,70411.94,70458.54,70340.39,0.00027077,5.29e-05,0.00167844,2197,707,100609.7645,0.5567,0.4506,0.51,0.4207,0.409,0.61,0.8809
btc-updown-5m-1773320700,1773320700,2026-03-12 13:05:00 UTC,2026-03-12,13,5,Thursday,Up,1,0.0,0.99,0.91,0.93,0.018,True,70418.88,70422.25,70530.0,70415.12,4.786e-05,5.091e-05,0.00163138,2183,752,107302.0373,0.5214,0.394,0.52,0.699,0.91,0.92,0.96
btc-updown-5m-1773321000,1773321000,2026-03-12 13:10:00 UTC,2026-03-12,13,10,Thursday,Down,0,0.0,0.001,,0.001,0.0009,True,70420.52,70413.04,70448.64,70400.0,-0.00010622,3.667e-05,0.00069071,2006,588,114423.9931,0.5133,0.3883,0.5005,0.5107,0.609,0.6501,0.3703
btc-updown-5m-1773321300,1773321300,2026-03-12 13:15:00 UTC,2026-03-12,13,15,Thursday,Down,0,0.0,0.001,,0.01,0.01,True,70413.05,70222.69,70429.09,70202.84,-0.00270348,9.2e-05,0.00321318,1762,676,163377.7536,0.3061,0.4472,0.5,0.2,0.03,0.01,0.009
btc-updown-5m-1773321600,1773321600,2026-03-12 13:20:00 UTC,2026-03-12,13,20,Thursday,Down,0,0.0,0.001,0.001,0.009,0.008,True,70219.78,70102.17,70230.59,69990.0,-0.00167488,9.209e-05,0.00342624,1715,789,203377.8083,0.384,0.4128,0.51,0.1793,0.021,0.01,0.0017
btc-updown-5m-1773321900,1773321900,2026-03-12 13:25:00 UTC,2026-03-12,13,25,Thursday,Up,1,0.0,0.99,0.53,0.54,0.009,True,70105.51,70111.28,70187.62,70066.73,8.23e-05,5.323e-05,0.0017244,2298,772,121592.2904,0.5267,0.4134,0.51,0.64,0.749,0.64,0.23
btc-updown-5m-1773322200,1773322200,2026-03-12 13:30:00 UTC,2026-03-12,13,30,Thursday,Up,1,0.0,0.99,0.35,0.39,0.04,True,70078.21,70336.53,70376.56,69942.93,0.00368617,0.00017059,0.0061878,2521,777,188222.2101,0.4526,0.4248,0.51,0.39,0.291,0.1761,0.3392
btc-updown-5m-1773322500,1773322500,2026-03-12 13:35:00 UTC,2026-03-12,13,35,Thursday,Down,0,0.0,0.01,0.31,0.32,0.009,True,70349.22,70294.42,70453.15,70224.4,-0.00077897,0.00016854,0.00325164,2943,878,169603.753,0.5445,0.4166,0.5,0.399,0.69,0.3,0.111
btc-updown-5m-1773322800,1773322800,2026-03-12 13:40:00 UTC,2026-03-12,13,40,Thursday,Down,0,0.0,0.001,,0.001,0.0009,True,70294.43,70079.52,70366.76,70052.81,-0.00305728,0.00013428,0.00446621,2204,766,142170.601,0.5707,0.4065,0.5,0.5902,0.3753,0.2295,0.14
btc-updown-5m-1773323100,1773323100,2026-03-12 13:45:00 UTC,2026-03-12,13,45,Thursday,Down,0,0.0,0.001,,0.01,0.01,True,70044.28,70039.16,70071.89,69719.55,-7.31e-05,0.00016394,0.00503025,2482,1060,249251.8236,0.483,0.3807,0.52,0.2392,0.0567,0.01,0.03
btc-updown-5m-1773323400,1773323400,2026-03-12 13:50:00 UTC,2026-03-12,13,50,Thursday,Down,0,0.0,0.001,,0.001,0.0009,True,70035.6,69901.31,70141.09,69888.0,-0.00191745,0.00012912,0.00361373,2286,792,158051.4496,0.4527,0.3648,0.52,0.599,0.5316,0.121,0.07
btc-updown-5m-1773323700,1773323700,2026-03-12 13:55:00 UTC,2026-03-12,13,55,Thursday,Up,1,0.0,0.99,0.25,0.26,0.01,True,69908.89,69972.15,69972.15,69684.97,0.00090489,0.00012612,0.00410792,2696,878,162701.5493,0.5237,0.408,0.52,0.355,0.3656,0.549,0.2
btc-updown-5m-1773324000,1773324000,2026-03-12 14:00:00 UTC,2026-03-12,14,0,Thursday,Up,1,0.0,0.999,0.999,1,0.0009,True,70000.0,70257.4,70364.38,69965.28,0.00367714,0.00014099,0.00570143,1883,764,211810.473,0.487,0.513,0.51,0.75,0.91,0.989,0.991
btc-updown-5m-1773324300,1773324300,2026-03-12 14:05:00 UTC,2026-03-12,14,5,Thursday,Up,1,224758.332606,0.99,0.22,0.24,0.018,True,70259.17,70292.95,70296.46,70140.26,0.00048079,0.00012504,0.0022232,2635,906,210528.5289,0.4315,0.4129,0.47,0.3163,0.221,0.301,0.18
btc-updown-5m-1773324600,1773324600,2026-03-12 14:10:00 UTC,2026-03-12,14,10,Thursday,Up,1,0.0,0.999,0.97,0.98,0.008,True,70294.43,70381.33,70417.67,70283.88,0.00123623,0.00012062,0.00190328,2161,795,144215.461,0.5063,0.428,0.54,0.6754,0.651,0.891,0.85
btc-updown-5m-1773324900,1773324900,2026-03-12 14:15:00 UTC,2026-03-12,14,15,Thursday,Down,0,0.0,0.001,0.03,0.04,0.008,True,70389.85,70141.9,70650.0,70100.95,-0.00352252,0.00016818,0.00780013,2709,876,201436.2327,0.4474,0.3839,0.46,0.859,0.72,0.181,0.01
btc-updown-5m-1773325200,1773325200,2026-03-12 14:20:00 UTC,2026-03-12,14,20,Thursday,Up,1,0.0,0.99,0.99,1,0.009,True,70130.5,70230.0,70230.0,69970.01,0.00141878,0.00010501,0.00370723,2319,792,131896.3127,0.5391,0.4204,0.5,0.4503,0.26,0.459,0.63
btc-updown-5m-1773325500,1773325500,2026-03-12 14:25:00 UTC,2026-03-12,14,25,Thursday,Down,0,0.0,0.001,0.01,0.02,0.008,True,70232.15,69953.32,70263.46,69923.04,-0.00397012,0.00013109,0.00484707,1872,812,246543.7668,0.2711,0.4092,0.53,0.47,0.449,0.04,0.0101
btc-updown-5m-1773325800,1773325800,2026-03-12 14:30:00 UTC,2026-03-12,14,30,Thursday,Down,0,0.0,0.001,,0.01,0.009,True,69948.48,69783.86,70002.7,69675.0,-0.00235345,0.00015774,0.00468488,1992,827,136033.5852,0.494,0.4036,0.52,0.497,0.25,0.159,0.01
btc-updown-5m-1773326100,1773326100,2026-03-12 14:35:00 UTC,2026-03-12,14,35,Thursday,Down,0,0.0,0.001,0.02,0.03,0.008,True,69801.04,69577.62,69887.24,69562.01,-0.00320081,0.00014128,0.00465939,2352,895,251572.6593,0.3527,0.3759,0.52,0.676,0.57,0.2297,0.01
btc-updown-5m-1773326400,1773326400,2026-03-12 14:40:00 UTC,2026-03-12,14,40,Thursday,Up,1,0.0,0.999,0.02,0.03,0.009,True,69573.87,69589.99,69602.4,69383.02,0.0002317,0.00013178,0.0031532,2702,1002,251415.4028,0.5402,0.3801,0.51,0.35,0.206,0.05,0.0229
btc-updown-5m-1773326700,1773326700,2026-03-12 14:45:00 UTC,2026-03-12,14,45,Thursday,Down,0,0.0,0.001,,0.01,0.009,True,69589.99,69463.69,69767.18,69379.51,-0.00181492,0.00015168,0.00557077,2711,900,184247.205,0.4873,0.3792,0.52,0.429,0.771,0.8318,0.5
btc-updown-5m-1773327000,1773327000,2026-03-12 14:50:00 UTC,2026-03-12,14,50,Thursday,Up,1,0.0,0.99,0.41,0.43,0.019,True,69470.86,69498.4,69534.01,69355.35,0.00039643,0.00015149,0.00257173,2949,779,180611.0124,0.5289,0.4144,0.51,0.47,0.5365,0.591,0.39
btc-updown-5m-1773327300,1773327300,2026-03-12 14:55:00 UTC,2026-03-12,14,55,Thursday,Up,1,0.0,0.99,0.48,0.49,0.009,True,69490.68,69590.09,69610.32,69431.7,0.00143055,0.0001062,0.00257042,1965,732,130362.9304,0.5571,0.4183,0.51,0.4584,0.519,0.4596,0.7039
btc-updown-5m-1773327600,1773327600,2026-03-12 15:00:00 UTC,2026-03-12,15,0,Thursday,Up,1,0.0,0.999,0.98,0.99,0.009,True,69596.98,69743.26,69766.73,69523.52,0.00210182,0.00014395,0.00349455,2637,799,202100.7844,0.4479,0.4289,0.53,0.4598,0.4906,0.439,0.7442
btc-updown-5m-1773327900,1773327900,2026-03-12 15:05:00 UTC,2026-03-12,15,5,Thursday,Down,0,0.0,0.01,0.37,0.38,0.008,True,69730.57,69603.94,69772.75,69582.93,-0.00181599,0.00010053,0.00272219,2217,779,159806.4582,0.5547,0.4051,0.468,0.461,0.419,0.309,0.3542
btc-updown-5m-1773328200,1773328200,2026-03-12 15:10:00 UTC,2026-03-12,15,10,Thursday,Up,1,0.0,0.99,0.89,0.9,0.01,True,69595.84,69750.0,69762.7,69484.12,0.00221507,0.00011402,0.00400283,2437,731,163362.3062,0.53,0.4243,0.5034,0.4398,0.681,0.6203,0.39
btc-updown-5m-1773328500,1773328500,2026-03-12 15:15:00 UTC,2026-03-12,15,15,Thursday,Up,1,0.0,0.99,0.69,0.7,0.008,True,69750.0,69836.06,69874.95,69703.25,0.00123384,0.00011336,0.00246165,2482,774,148893.6651,0.5612,0.4617,0.51,0.5259,0.4688,0.8,0.5
btc-updown-5m-1773328800,1773328800,2026-03-12 15:20:00 UTC,2026-03-12,15,20,Thursday,Up,1,0.0,0.999,0.98,0.99,0.01,True,69825.9,69990.4,70006.16,69763.53,0.00235586,9.462e-05,0.00347479,2339,707,147528.5755,0.4724,0.4805,0.52,0.421,0.4807,0.691,0.87
btc-updown-5m-1773329100,1773329100,2026-03-12 15:25:00 UTC,2026-03-12,15,25,Thursday,Up,1,0.0,0.999,0.99,1,0.01,True,69989.88,70299.22,70422.35,69969.28,0.00441978,0.00014541,0.00647336,2032,866,158570.0223,0.4307,0.4306,0.51,0.62,0.961,0.99,0.991
btc-updown-5m-1773329400,1773329400,2026-03-12 15:30:00 UTC,2026-03-12,15,30,Thursday,Down,0,0.0,0.001,0.02,0.04,0.019,True,70299.21,70245.22,70332.0,70147.43,-0.000768,0.00012675,0.00262549,2641,907,199726.2482,0.5311,0.4373,0.47,0.43,0.4,0.2768,0.029
btc-updown-5m-1773329700,1773329700,2026-03-12 15:35:00 UTC,2026-03-12,15,35,Thursday,Up,1,0.0,0.99,0.99,1,0.009,True,70245.21,70549.31,70565.42,70186.44,0.00432912,0.00013758,0.0053951,2140,654,126935.4077,0.5113,0.4393,0.5,0.5394,0.349,0.629,0.42
btc-updown-5m-1773330000,1773330000,2026-03-12 15:40:00 UTC,2026-03-12,15,40,Thursday,Down,0,0.0,0.01,,0.01,0.009,True,70541.6,70379.45,70541.6,70262.0,-0.00229864,0.00014668,0.00396362,2392,913,138517.3615,0.4993,0.4206,0.51,0.13,0.04,0.19,0.0611
btc-updown-5m-1773330300,1773330300,2026-03-12 15:45:00 UTC,2026-03-12,15,45,Thursday,Down,0,0.0,0.01,0.73,0.74,0.009,True,70371.59,70373.41,70500.0,70266.16,2.586e-05,0.00013152,0.00332293,2855,843,163102.6584,0.5596,0.4147,0.49,0.65,0.4357,0.2156,0.791
btc-updown-5m-1773330600,1773330600,2026-03-12 15:50:00 UTC,2026-03-12,15,50,Thursday,Down,0,0.0,0.01,0.04,0.06,0.02,True,70405.89,70366.31,70454.38,70253.69,-0.00056217,0.00011318,0.00285047,2639,749,153063.0538,0.4786,0.4119,0.51,0.579,0.4003,0.489,0.18
btc-updown-5m-1773330900,1773330900,2026-03-12 15:55:00 UTC,2026-03-12,15,55,Thursday,Down,0,0.0,0.01,0.07,0.08,0.009,True,70361.75,70334.88,70369.84,70234.14,-0.00038188,9.459e-05,0.0019286,2105,734,111579.4054,0.5317,0.4029,0.48,0.36,0.4996,0.27,0.07
